start_station_name,Avg_ride_length,Avg_ride_length_Casual,Avg_ride_length_Member,Casual_riders,Member_riders,Electric_bike_riders,Classic_bike_riders,Total_riders
Public Rack - Legler Regional Library,10.229166666666666,,10.229166666666666,0,4,4,0,4
Public Rack - Grand Ave & North Ave,7.833333333333333,23.25,2.6944444444444446,1,3,4,0,4
Public Rack - Minnehaha Ave & Devon Ave,8.2958333333333325,11.166666666666666,7.3388888888888886,1,3,4,0,4
Public Rack - Kingston Ave & 75th St,8.0333333333333332,11.466666666666667,4.6,2,2,4,0,4
Public Rack - Komensky Ave & 26th St,7.725,4.9,10.55,2,2,4,0,4
Public Rack - Kedzie & 103rd St - East,4.333333333333333,4.333333333333333,,4,0,4,0,4
Public Rack - Brighton Park Branch Chicago Library,14.7375,7.333333333333333,17.205555555555556,1,3,4,0,4
Public Rack - Elston Ave & Gunnison St,14.345833333333333,,14.345833333333333,0,4,4,0,4
Public Rack - Western Ave & 105th St,8.3833333333333329,10.31111111111111,2.6,3,1,4,0,4
Public Rack - Kedvale Ave & 26th St,20.3,7.9833333333333334,24.405555555555555,1,3,4,0,4
Damen Ave & 77th St,23.433333333333334,17.3,41.833333333333336,3,1,0,4,4
Public Rack - Maplewood Ave & 63rd St,8.2666666666666675,8.2666666666666675,,4,0,4,0,4
Public Rack - Racine Ave & 83rd St,19.920833333333334,25.227777777777774,4,3,1,4,0,4
Public Rack - McVicker & 52nd,3.7,4.3388888888888886,1.7833333333333334,3,1,4,0,4
Public Rack - Linder Ave & 64th Pl,24.779166666666665,24.779166666666665,,4,0,4,0,4
Public Rack - Rutherford Ave & Belmont Ave,2.7416666666666667,2.2277777777777774,4.2833333333333332,3,1,4,0,4
Public Rack - Colfax Ave & 83rd St,3.6166666666666667,0.8666666666666667,4.5333333333333332,1,3,4,0,4
Public Rack - Ave N & 106th St,3.8375,3.8375,,4,0,4,0,4
Spaulding Ave & 63rd St,24.725,12.638888888888889,60.983333333333334,3,1,4,0,4
Public Rack - Western Ave & 111th St - SE,4.65,1.2666666666666666,8.0333333333333332,2,2,4,0,4
Public Rack - Menard Ave & Adams Blvd,8.5416666666666661,1.3833333333333333,10.927777777777777,1,3,4,0,4
Public Rack - Mt Greenwood Library - South,34.008333333333333,34.008333333333333,,4,0,4,0,4
Public Rack - Canty Elementary School,23.291666666666668,30.9,0.46666666666666667,3,1,4,0,4
Public Rack - Halsted St & 64th St,6.775,5.05,11.95,3,1,4,0,4
Public Rack - McCormick Blvd & Devon Ave,7.4125,,7.4125,0,4,4,0,4
Public Rack - Princeton Ave & 43rd St,10.2375,17.666666666666668,7.76111111111111,1,3,4,0,4
Public Rack - Homan Ave & Roosevelt,17.779166666666665,3.6333333333333333,22.494444444444447,1,3,4,0,4
Public Rack - Newcastle Ave & Wellington Ave,13.783333333333333,26.05,1.5166666666666666,2,2,4,0,4
Public Rack - Loomis Blvd & 47th St,10.025,21.983333333333334,6.0388888888888888,1,3,4,0,4
Public Rack - W. Talcott & N. Oriole,14.325,17.2,11.45,2,2,4,0,4
Public Rack - Oak Park & Higgins,36.18333333333333,11.983333333333333,44.25,1,3,4,0,4
Public Rack - Emerald Ave & 45th St,16.304166666666667,19.541666666666668,13.066666666666666,2,2,4,0,4
Public Rack - Kedzie Ave & 61st Pl E,10.108333333333333,3.6916666666666669,16.525,2,2,4,0,4
Public Rack - Halsted St & 41st St,13.279166666666667,10.083333333333334,14.344444444444443,1,3,4,0,4
Public Rack - Halsted St & 109th St,8.8375,,8.8375,0,4,4,0,4
Public Rack - Chase Ave & Touhy Ave - NW,3.4722222222222223,,3.4722222222222223,0,3,3,0,3
Public Rack - 2302 S Pulaski Rd,5.7166666666666668,6.45,4.25,2,1,3,0,3
Public Rack - Ashland Ave & 63rd St,7.6833333333333336,7.666666666666667,7.7166666666666668,2,1,3,0,3
Public Rack - Lake Park Ave & 47th St,6.85,10.433333333333334,5.0583333333333336,1,2,3,0,3
Public Rack - Rutherford & 53rd,5.6555555555555559,6.2,5.3833333333333337,1,2,3,0,3
Public Rack - Pulaski & Ardmore,6.916666666666667,,6.916666666666667,0,3,3,0,3
Public Rack - Central Ave & Adams St,11.244444444444444,11.244444444444444,,3,0,3,0,3
"Public Rack - Senka ""Edward Duke"" Park",9.27222222222222,2.5,12.658333333333333,1,2,3,0,3
Public Rack - Western Ave & 107th Pl,11.27222222222222,13.541666666666666,6.7333333333333334,2,1,3,0,3
Public Rack - Paxton Ave & 79th St,6.96111111111111,10.983333333333333,4.95,1,2,3,0,3
Public Rack - Ada St & 79th St,15.2,,15.2,0,3,3,0,3
Public Rack - Kolin Ave & Archer Ave,8.77222222222222,,8.77222222222222,0,3,3,0,3
Public Rack - South Shore High School,3.0722222222222224,3.7,1.8166666666666667,2,1,3,0,3
Public Rack - Western Ave & 107th St,7.7111111111111112,7.7111111111111112,,3,0,3,0,3
Public Rack - Ford City Mall,31.605555555555554,15.65,63.516666666666666,2,1,3,0,3
Shields Ave & 57th St,10.55,13.483333333333333,4.6833333333333336,2,1,2,1,3
Public Rack - Halsted St & 113th St,14.4,,14.4,0,3,3,0,3
Public Rack - Indiana Ave & 111th St,6.6166666666666663,10.233333333333333,4.8083333333333336,1,2,3,0,3
Public Rack - Western Blvd & 53rd St,4.55,6.1166666666666663,1.4166666666666667,2,1,3,0,3
Public Rack - Longwood Dr & 95th St,10.91111111111111,12.466666666666667,7.8,2,1,3,0,3
Public Rack - Abbott Park,8.6222222222222236,8.6333333333333329,8.6166666666666671,1,2,3,0,3
Public Rack - Albany Ave & 63rd St,12.055555555555554,14.066666666666666,8.0333333333333332,2,1,3,0,3
Public Rack - Western Ave & 104th St - West,4.3166666666666664,0.31666666666666665,6.3166666666666664,1,2,3,0,3
Public Rack - Lorel Ave & Grand Ave,9.2888888888888879,,9.2888888888888879,0,3,3,0,3
Public Rack - Newland Ave & Diversey Ave,1.6055555555555554,0.2,2.3083333333333331,1,2,3,0,3
Public Rack - Ewing Ave & Indianapolis Ave,11.355555555555556,11.355555555555556,,3,0,3,0,3
Public Rack - Avenue J & 102nd St,4.905555555555555,4.905555555555555,,3,0,3,0,3
Public Rack - Brainerd Park,0.5,0.5,,3,0,3,0,3
Public Rack - Prairie Ave & 85th St,34.35,15.625,71.8,2,1,3,0,3
Public Rack - Nordica Ave & Addison St,6.8166666666666664,9.325,1.8,2,1,3,0,3
Public Rack - Morgan St & 87th St,1.2444444444444442,1.1666666666666667,1.4,2,1,3,0,3
Public Rack - Laporte Ave & Armitage Ave,5.0333333333333332,0.38333333333333336,7.3583333333333334,1,2,3,0,3
Public Rack - Ewing Ave & 105th St,19.716666666666665,5.25,48.65,2,1,3,0,3
Public Rack - Wilbur Wright College North,14.105555555555554,0.51666666666666672,20.9,1,2,3,0,3
Public Rack - Higgins Ave & Neva Ave,9.9722222222222232,14.675,0.56666666666666665,2,1,3,0,3
Public Rack - Devon Ave & Central Ave,15.06111111111111,41,2.0916666666666668,1,2,3,0,3
Public Rack - Harvey Ave & North Ave,4.6333333333333337,5.4916666666666663,2.9166666666666665,2,1,3,0,3
Public Rack - Leoti Ave & Central Ave (south),14.166666666666666,,14.166666666666666,0,3,3,0,3
Public Rack - Archer Park,2.1555555555555554,1.45,2.5083333333333333,1,2,3,0,3
Public Rack - Back of the Yards Park,10.677777777777777,,10.677777777777777,0,3,3,0,3
Public Rack - Neola & Northwest Hwy,21.188888888888886,,21.188888888888886,0,3,3,0,3
Public Rack - Sacramento Blvd & Washington Blvd,5.9722222222222223,,5.9722222222222223,0,3,3,0,3
Baltimore Ave & 133rd St,10.877777777777776,14.95,2.7333333333333334,2,1,3,0,3
Public Rack - Newcastle Ave & Belden Ave,5.0777777777777775,2.4166666666666665,6.4083333333333332,1,2,3,0,3
Public Rack - Ashland Ave & 71st St,4.0666666666666664,5.1333333333333337,3.5333333333333332,1,2,3,0,3
Public Rack - Yates Blvd & Exchange Ave,13.316666666666666,,13.316666666666666,0,3,3,0,3
Public Rack - Hoyne Ave & 51st St,12.46111111111111,4.35,16.516666666666666,1,2,3,0,3
Public Rack - Prairie Ave & 78th St,14.972222222222223,20.2,4.5166666666666666,2,1,3,0,3
Public Rack - Ozanam Ave & Devon Ave,13.744444444444445,16.15,12.541666666666666,1,2,3,0,3
Public Rack - 61st St & Melvina Ave,24.061111111111114,14.408333333333333,43.366666666666667,2,1,3,0,3
Public Rack - Oketo & Northwest Hwy,19.577777777777779,12.283333333333333,23.225,1,2,3,0,3
Public Rack - Oketo & Talcott,13.327777777777778,13.327777777777778,,3,0,3,0,3
Public Rack - Halsted St & 102nd St,12.361111111111111,,12.361111111111111,0,3,3,0,3
Public Rack - Harlem and W. 59th,11.625,5.6166666666666663,17.633333333333333,1,1,2,0,2
Public Rack - Troy & 71st,10.691666666666666,10.691666666666666,,2,0,2,0,2
Public Rack - Kedvale Ave & Avondale Ave,3.1333333333333333,,3.1333333333333333,0,2,2,0,2
Public Rack - Kildare Ave & 63rd St,2.9583333333333335,0.26666666666666666,5.65,1,1,2,0,2
Avers Ave & 16th St,4.7,3.7333333333333334,5.666666666666667,1,1,2,0,2
Public Rack - Fairfield Ave & 63rd St,2.9916666666666667,2.9916666666666667,,2,0,2,0,2
Mozart St & 79th St,5.5666666666666664,6.2666666666666666,4.8666666666666663,1,1,1,1,2
Public Rack - Pulaski Rd & 40th St,4.4416666666666664,6.2833333333333332,2.6,1,1,2,0,2
Public Rack - 82nd st & Kedzie Ave,6.8916666666666666,6.8916666666666666,,2,0,2,0,2
Public Rack - Western Blvd & 52nd St,4.6333333333333337,6.3666666666666663,2.9,1,1,2,0,2
Public Rack - Leoti Ave & Central Ave (north),3.675,0.56666666666666665,6.7833333333333332,1,1,2,0,2
Public Rack - Pulaski Rd & Roosevelt Rd,5.175,3.3333333333333335,7.0166666666666666,1,1,2,0,2
Public Rack - Devon Ave & Kinzua Ave,4.0583333333333336,,4.0583333333333336,0,2,2,0,2
Public Rack - Vincennes Ave & 95th St,7.8833333333333337,7.1166666666666663,8.65,1,1,2,0,2
Public Rack - Pulaski Rd & 15th St,9.3166666666666664,,9.3166666666666664,0,2,2,0,2
Public Rack - Ozman & Talcott,10.916666666666666,10.916666666666666,,2,0,2,0,2
Public Rack - Springfield Ave & 63rd St,5.8916666666666666,5.8916666666666666,,2,0,2,0,2
Public Rack - Ewing Ave & 106th St,19.133333333333333,19.133333333333333,,2,0,2,0,2
Public Rack - Martin Luther King Dr & 69th St,9.8333333333333339,11.616666666666667,8.05,1,1,2,0,2
Public Rack - Vincennes Ave & 99th St,4.575,0.8833333333333333,8.2666666666666675,1,1,2,0,2
Public Rack - Karlov Ave & 26th St,11.875,11.875,,2,0,2,0,2
Public Rack - Normal Blvd & 61st Pl,4.5333333333333332,0.33333333333333331,8.7333333333333325,1,1,2,0,2
Public Rack - Kedzie Ave & 64th St - SE,9.2666666666666675,9.2666666666666675,,2,0,2,0,2
Public Rack - Harvard Ave & 103rd St,0.10833333333333334,0.10833333333333334,,2,0,2,0,2
Public Rack - Menard Ave & Leland Ave,7.75,0.033333333333333333,15.466666666666667,1,1,2,0,2
Public Rack - Western Ave & 111th St - NW,2.1916666666666669,2.1916666666666669,,2,0,2,0,2
Public Rack - Springfield & 79th,14.3,14.3,,2,0,2,0,2
Public Rack - Washtenaw Ave & 63rd St,7.1916666666666664,0.13333333333333333,14.25,1,1,2,0,2
Public Rack - Kilbourn Ave & Fullerton Ave,1.4916666666666667,0.13333333333333333,2.85,1,1,2,0,2
Public Rack - Pulaski Rd & Grenshaw St,0.23333333333333334,0.23333333333333334,,2,0,2,0,2
Public Rack - New England Ave & Grace St,1.725,0.13333333333333333,3.3166666666666669,1,1,2,0,2
Public Rack - Neenah & Dakin,1.175,0.15,2.2,1,1,2,0,2
Public Rack - Lafayette Ave & 119th St,0.18333333333333332,0.18333333333333332,,2,0,2,0,2
Public Rack - 63rd St and Nagle Ave,2.1416666666666666,2.1416666666666666,,2,0,2,0,2
Public Rack - Vincennes Ave & 77th St,14.45,0.2,28.7,1,1,2,0,2
Public Rack - Osceola Ave & Touhy Ave,7.425,0.26666666666666666,14.583333333333334,1,1,2,0,2
Public Rack - Burnside Academy,0.375,0.375,,2,0,2,0,2
Public Rack - N Sayre Ave & W Belden Ave,1.275,0.31666666666666665,2.2333333333333334,1,1,2,0,2
Public Rack - Austin Ave & Archer Ave,12.175,24.016666666666666,0.33333333333333331,1,1,2,0,2
Public Rack - Hiawatha Park,1.075,0.43333333333333335,1.7166666666666666,1,1,2,0,2
Public Rack - Menard Ave & Agusta Blvd,7.041666666666667,0.51666666666666672,13.566666666666666,1,1,2,0,2
Public Rack - Ashland Ave & 45th St  S,0.6166666666666667,,0.6166666666666667,0,2,2,0,2
Public Rack - Linder Ave & 51st St,2.75,,2.75,0,2,2,0,2
Public Rack - Kedzie Ave & 54th Pl,11.1,0.6166666666666667,21.583333333333332,1,1,2,0,2
Public Rack - Devon Ave & Minnehaha Ave (east),19.866666666666667,,19.866666666666667,0,2,2,0,2
Public Rack - Sacramento Ave & Greenleaf Ave,1.9833333333333334,,1.9833333333333334,0,2,2,0,2
Public Rack - Kedvale Ave & Addison St,2.9083333333333332,5.15,0.66666666666666663,1,1,2,0,2
Public Rack - Pittsburgh Ave & Irving Park,0.925,0.7,1.15,1,1,2,0,2
Public Rack - Al Raby School,1.9833333333333334,,1.9833333333333334,0,2,2,0,2
Public Rack - Cottage Grove Ave & 92nd St,30.525,,30.525,0,2,2,0,2
Public Rack - Pulaski Rd & 41st,11.625,,11.625,0,2,2,0,2
Public Rack - Mason Ave & Roosevelt Rd,25.841666666666665,25.841666666666665,,2,0,2,0,2
Public Rack - Ashland Ave & 45th St,6.175,,6.175,0,2,2,0,2
Public Rack - Harlem & Summerdale,9.1583333333333332,,9.1583333333333332,0,2,2,0,2
Public Rack - Throop St & 48t ST,1.7666666666666666,,1.7666666666666666,0,2,2,0,2
Public Rack - Nordica Ave & Higgins Ave,7.4416666666666664,13.566666666666666,1.3166666666666667,1,1,2,0,2
Public Rack - Kedzie Ave & Arthington St,2.2916666666666665,3.25,1.3333333333333333,1,1,2,0,2
Public Rack - Kostner & 83rd,25.966666666666665,25.966666666666665,,2,0,2,0,2
Public Rack - Oak Park Ave & Foster Ave,8.0916666666666668,14.7,1.4833333333333334,1,1,2,0,2
Public Rack - Northwest Hwy & Raven St,9.5083333333333329,,9.5083333333333329,0,2,2,0,2
Public Rack - Independence Blvd & Roosevelt,37.19166666666667,72.4,1.9833333333333334,1,1,2,0,2
Public Rack - Harriet E Sayre Public School,3.2833333333333332,4.55,2.0166666666666666,1,1,2,0,2
Public Rack - Exchange Ave & 73rd Pl,13.741666666666667,,13.741666666666667,0,2,2,0,2
Public Rack - Calumet Ave & 71st St,2.5,,2.5,0,2,2,0,2
Public Rack - Calumet Ave & Garfield Blvd,14.683333333333334,26.583333333333332,2.7833333333333332,1,1,2,0,2
Vincennes Ave & 79th St,6.9916666666666663,6.9916666666666663,,2,0,2,0,2
Public Rack - Pulaski Rd & 5th Ave,4.1333333333333337,5.3833333333333337,2.8833333333333333,1,1,2,0,2
Public Rack - Vincennes Ave & 87th St,17.791666666666668,,17.791666666666668,0,2,2,0,2
Public Rack - Stony Is Ave & 73rd St,9.2916666666666661,,9.2916666666666661,0,2,2,0,2
Public Rack - Hamilton Park,3.3416666666666668,,3.3416666666666668,0,2,2,0,2
Public Rack - Kildare Ave & Division Ave,6.3083333333333336,9.4333333333333336,3.1833333333333331,1,1,2,0,2
Public Rack - Cottage Grove Ave & 87th St,9.0416666666666661,3.45,14.633333333333333,1,1,2,0,2
Public Rack - Kenneth Ave & 63rd St W,42.575,42.575,,2,0,2,0,2
Public Rack - William J Onahan Public School,29.833333333333332,56.2,3.4666666666666668,1,1,2,0,2
Lavergne Ave & 44th St,6.525,,6.525,0,2,2,0,2
Public Rack - Leland Ave & Melvina Ave,10.208333333333334,16.483333333333334,3.9333333333333331,1,1,2,0,2
Public Rack - Damen & 87th,10.316666666666666,4.0166666666666666,16.616666666666667,1,1,2,0,2
Public Rack - Ashland Ave & 83rd St,14.283333333333333,,14.283333333333333,0,2,2,0,2
Public Rack - Damen & 81st,7.75,,7.75,0,2,2,0,2
Commercial Ave & 90th St,20.908333333333335,25.5,16.316666666666666,1,1,1,1,2
Public Rack - Pullman - Planet Fitness,15.391666666666667,14.016666666666667,16.766666666666666,1,1,2,0,2
Public Rack - Spaulding Ave & 71st St,36.55833333333333,54.583333333333336,18.533333333333335,1,1,2,0,2
Public Rack - Kostner Ave & Lake St,21.7,19.2,24.2,1,1,2,0,2
Public Rack - Ewing Ave & 95th St,19.75,20.2,19.3,1,1,2,0,2
Public Rack - Yates Ave & 100th St,16.433333333333334,,16.433333333333334,0,2,2,0,2
Public Rack - Austin & 62nd,21.466666666666665,21.466666666666665,,2,0,2,0,2
Public Rack - Lake Shore Dr & Hayes Dr,28.658333333333335,,28.658333333333335,0,2,2,0,2
Public Rack - Oglesby Ave & 95th St,17.441666666666666,17.441666666666666,,2,0,2,0,2
Public Rack - Kenneth Ave & 63rd St E,17.208333333333332,17.208333333333332,,2,0,2,0,2
Public Rack - Mason Ave & Milwaukee Ave,20.55,31.816666666666666,9.2833333333333332,1,1,2,0,2
Public Rack - Michigan Ave & 67th St,26.391666666666666,26.391666666666666,,2,0,2,0,2
Public Rack - Pulaski & 52nd,11.733333333333333,14.166666666666666,9.3,1,1,2,0,2
Public Rack - Ottowa Ave & Touhy Ave,10.6,10.6,,2,0,2,0,2
Public Rack - Wentworth Ave & 103rd St,11.233333333333333,11.233333333333333,,2,0,2,0,2
Public Rack - Perry Ave & 111th St,12.816666666666666,12.6,13.033333333333333,1,1,2,0,2
Public Rack - Brooks Park,13.783333333333333,13.566666666666666,14,1,1,2,0,2
Public Rack - Calumet Ave & 103rd St,5.45,5.45,,1,0,1,0,1
Public Rack - Crandon Ave & 80th St,5.7666666666666666,5.7666666666666666,,1,0,1,0,1
Public Rack - Western Ave & 62nd St,5.916666666666667,5.916666666666667,,1,0,1,0,1
Public Rack - Cottage Grove Ave & 98th St,5.9666666666666668,5.9666666666666668,,1,0,1,0,1
Public Rack - Cottage Grove Ave & 91st St,6.2833333333333332,,6.2833333333333332,0,1,1,0,1
Public Rack - May St & 63rd St,6.6166666666666663,6.6166666666666663,,1,0,1,0,1
Public Rack - Walden Pkwy & 99th St,6.6333333333333337,6.6333333333333337,,1,0,1,0,1
Public Rack - Wabash Ave & 87th St,6.666666666666667,6.666666666666667,,1,0,1,0,1
Public Rack - St Louis & Columbus,6.7166666666666668,6.7166666666666668,,1,0,1,0,1
Public Rack - Homan & 79th,7.0666666666666664,7.0666666666666664,,1,0,1,0,1
Public Rack - Troy & 111th St,7.1166666666666663,7.1166666666666663,,1,0,1,0,1
Public Rack - Pullman - Walmart,7.2833333333333332,7.2833333333333332,,1,0,1,0,1
Public Rack - 53rd St & Indiana Ave,7.5666666666666664,,7.5666666666666664,0,1,1,0,1
Public Rack - Eggleston Ave & 115th St,7.85,7.85,,1,0,1,0,1
Public Rack - Princeton Ave & 99th Pl,7.8666666666666663,7.8666666666666663,,1,0,1,0,1
Public Rack - Cottage Grove Ave & 75th St,7.9833333333333334,,7.9833333333333334,0,1,1,0,1
Public Rack - Ingleside Ave & 79th St,8.3,8.3,,1,0,1,0,1
Public Rack - King Dr & 83rd St,8.4333333333333336,,8.4333333333333336,0,1,1,0,1
Public Rack - Mackinaw Ave & 108th St,8.5666666666666664,8.5666666666666664,,1,0,1,0,1
Public Rack - California & 87th,8.5666666666666664,8.5666666666666664,,1,0,1,0,1
Public Rack - Plainfield Ave & Irving Park Rd,8.6333333333333329,,8.6333333333333329,0,1,1,0,1
Public Rack - Octavia Ave & Touhy Ave,0.13333333333333333,0.13333333333333333,,1,0,1,0,1
Public Rack - S Kostner Ave & W 18th Pl,0.21666666666666667,0.21666666666666667,,1,0,1,0,1
Public Rack - Kostner Ave & 16th St,0.23333333333333334,0.23333333333333334,,1,0,1,0,1
Public Rack - Pulaski Rd & Lexington St,0.26666666666666666,0.26666666666666666,,1,0,1,0,1
Public Rack - Christiana Ave & 55th St,0.36666666666666664,0.36666666666666664,,1,0,1,0,1
Public Rack - East End Ave & 75th St,0.36666666666666664,0.36666666666666664,,1,0,1,0,1
Public Rack - Lawndale Ave & 63rd St,0.38333333333333336,0.38333333333333336,,1,0,1,0,1
Public Rack - 83rd St (Avalon Park) Metra,0.45,0.45,,1,0,1,0,1
Public Rack - Lawndale Ave & Roosevelt,0.51666666666666672,,0.51666666666666672,0,1,1,0,1
Public Rack - La Moyne Ave and Leamington Ave,0.55,,0.55,0,1,1,0,1
Public Rack - Piotrowski Park,0.55,0.55,,1,0,1,0,1
Public Rack - Marshfield Ave & 45th St,0.68333333333333335,,0.68333333333333335,0,1,1,0,1
Public Rack - Devon Ave & Minnehaha Ave (west),0.78333333333333333,0.78333333333333333,,1,0,1,0,1
Public Rack - Cicero Ave & Le Moyne St - midblock,0.91666666666666663,,0.91666666666666663,0,1,1,0,1
Public Rack - Panama Ave & Forest Preserve Ave,0.93333333333333335,,0.93333333333333335,0,1,1,0,1
Public Rack - Western Ave & 79th St,0.96666666666666667,,0.96666666666666667,0,1,1,0,1
Public Rack - Western Ave & 106th St - West,0.96666666666666667,0.96666666666666667,,1,0,1,0,1
Public Rack - Ashland Ave & 46th St,1.0833333333333333,,1.0833333333333333,0,1,1,0,1
Public Rack - 63rd & Western Ave N,1.0833333333333333,,1.0833333333333333,0,1,1,0,1
Public Rack - Sangamon St & 87th St,1.1833333333333333,,1.1833333333333333,0,1,1,0,1
Hamilton Park,1.2833333333333334,,1.2833333333333334,0,1,1,0,1
Public Rack - Roscoe St & Osceola Ave,1.3166666666666667,,1.3166666666666667,0,1,1,0,1
Public Rack - Central Ave & Congress Pkwy,1.5333333333333334,,1.5333333333333334,0,1,1,0,1
Public Rack - Kedzie Ave & 62nd Pl,1.5833333333333333,,1.5833333333333333,0,1,1,0,1
Public Rack - Oleander Ave & Addison St,1.65,,1.65,0,1,1,0,1
Public Rack - Mason & Archer,1.7333333333333334,,1.7333333333333334,0,1,1,0,1
Public Rack - Honore St & 87th St,1.7833333333333334,,1.7833333333333334,0,1,1,0,1
Public Rack - Lamon Ave & Erie St,1.8333333333333333,,1.8333333333333333,0,1,1,0,1
Public Rack - Aida Food Market,1.8333333333333333,,1.8333333333333333,0,1,1,0,1
Public Rack - Newcastle Ave & Belmont Ave,2,,2,0,1,1,0,1
Public Rack - May St & 87th St,2.1666666666666665,,2.1666666666666665,0,1,1,0,1
Public Rack - Damen Ave & 84th St,2.1833333333333331,,2.1833333333333331,0,1,1,0,1
Public Rack - Racine Ave & 76th,2.2,,2.2,0,1,1,0,1
Public Rack - Sangamon St & 79th St,2.2166666666666668,,2.2166666666666668,0,1,1,0,1
Public Rack - Jeffery Blvd & 81st St,2.35,,2.35,0,1,1,0,1
Public Rack - Marshfield Ave & 87th St,2.4833333333333334,,2.4833333333333334,0,1,1,0,1
Public Rack - McVicker Ave & Grand Ave,2.5333333333333332,,2.5333333333333332,0,1,1,0,1
Public Rack - Cottage Grove Ave & 111th St,2.6666666666666665,,2.6666666666666665,0,1,1,0,1
Public Rack - Mason Ave & Archer Ave,2.7833333333333332,,2.7833333333333332,0,1,1,0,1
Public Rack - Horner & 85th,2.7833333333333332,,2.7833333333333332,0,1,1,0,1
Public Rack - Baltimore Ave & 132nd St,2.8333333333333335,2.8333333333333335,,1,0,1,0,1
Newcastle Ave & Irving Park Rd,2.8666666666666667,,2.8666666666666667,0,1,1,0,1
Public Rack - Lotus Ave & Harrison St,2.8833333333333333,,2.8833333333333333,0,1,1,0,1
Public Rack - Hamlin Ave & Chicago Ave,2.9,,2.9,0,1,1,0,1
Public Rack - Ewing Ave & 106th St NW,3.1166666666666667,,3.1166666666666667,0,1,1,0,1
Public Rack - Oakley Ave & 50th Pl,3.15,,3.15,0,1,1,0,1
Public Rack - Lawndale & 63rd St,3.25,3.25,,1,0,1,0,1
Public Rack - Justine St & 87th St,3.4,,3.4,0,1,1,0,1
Public Rack - Loomis St & 87th St,3.4333333333333331,,3.4333333333333331,0,1,1,0,1
Public Rack - Peoria St & 60th St,3.5166666666666666,,3.5166666666666666,0,1,1,0,1
Public Rack - Halsted St & 77th St,3.6166666666666667,,3.6166666666666667,0,1,1,0,1
Public Rack - Western & 79th,3.6333333333333333,,3.6333333333333333,0,1,1,0,1
Oketo Ave & Addison,3.8333333333333335,3.8333333333333335,,1,0,1,0,1
Public Rack - Artesian & 71st,3.9833333333333334,,3.9833333333333334,0,1,1,0,1
Public Rack - Marquette Ave & 79th St,4.2,,4.2,0,1,1,0,1
Public Rack - May St & 78th St,4.35,,4.35,0,1,1,0,1
Public Rack - Keeler Ave & 55th St,4.3666666666666663,4.3666666666666663,,1,0,1,0,1
Public Rack - Laflin St & 79th St,4.6166666666666663,,4.6166666666666663,0,1,1,0,1
Public Rack - Northwest Hwy & Highland Ave,4.6833333333333336,4.6833333333333336,,1,0,1,0,1
Public Rack - Michigan Ave & 110th St,4.85,4.85,,1,0,1,0,1
Public Rack - Keef Ave & South Chicago Ave,5.3833333333333337,,5.3833333333333337,0,1,1,0,1
Public Rack - Miami Ave & Milwaukee Ave,18.033333333333335,,18.033333333333335,0,1,1,0,1
Public Rack - Tuley (Murray) Park,19.933333333333334,,19.933333333333334,0,1,1,0,1
Public Rack - S. New England/ W. 65th,20.133333333333333,,20.133333333333333,0,1,1,0,1
Public Rack - Commercial Ave & 89th St,20.283333333333335,,20.283333333333335,0,1,1,0,1
Public Rack - Wolcott Ave & 56th St,20.983333333333334,20.983333333333334,,1,0,1,0,1
Public Rack - Sacramento & 71st,21.25,,21.25,0,1,1,0,1
Public Rack - Keeler Ave & Madison St S,24.933333333333334,,24.933333333333334,0,1,1,0,1
Martin Luther King Dr & 87th St,25.533333333333335,25.533333333333335,,1,0,1,0,1
Public Rack - 10101 S Stony Island Ave,29.066666666666666,29.066666666666666,,1,0,1,0,1
Public Rack - Michigan Ave & 119th St,29.9,29.9,,1,0,1,0,1
Public Rack - Houston Ave & 91st St,29.916666666666668,,29.916666666666668,0,1,1,0,1
Public Rack - Pulaski Rd & 83rd St,35.55,,35.55,0,1,1,0,1
Public Rack - Austin Branch Chicago Public Library,37.06666666666667,,37.06666666666667,0,1,1,0,1
Public Rack - Lake Park Ave & 44th St,40.133333333333333,,40.133333333333333,0,1,1,0,1
Public Rack - Cornell Ave & 87th Pl,41.05,41.05,,1,0,1,0,1
Overhill Ave & Belmont Ave,50.216666666666669,50.216666666666669,,1,0,1,0,1
Burley Ave & 91st St,52.083333333333336,,52.083333333333336,0,1,0,1,1
Public Rack - Parnell Ave & 98th St,52.783333333333331,52.783333333333331,,1,0,1,0,1
Public Rack - Pulaski & 84th,75.4,,75.4,0,1,1,0,1
Public Rack - Kedzie & 73rd,101.08333333333333,101.08333333333333,,1,0,1,0,1
Homan Ave & Arthington Ave,9.3333333333333339,9.3333333333333339,,1,0,1,0,1
Public Rack - Torrence Ave & 98th St,9.7166666666666668,9.7166666666666668,,1,0,1,0,1
Public Rack - Hale Ave & 111th St,10.3,,10.3,0,1,1,0,1
Public Rack - East End Ave & 87th St,10.416666666666666,10.416666666666666,,1,0,1,0,1
Public Rack - Cottage Grove & 85th St,10.85,,10.85,0,1,1,0,1
Public Rack - Ada St & 119th St,12.016666666666667,,12.016666666666667,0,1,1,0,1
Spaulding Ave & 16th,12.1,12.1,,1,0,1,0,1
Mason Ave & Montrose Ave,12.366666666666667,12.366666666666667,,1,0,0,1,1
Public Rack - St Louis & 83rd,13.983333333333333,13.983333333333333,,1,0,1,0,1
