start_station_name,Avg_ride_length,Avg_ride_length_Casual,Avg_ride_length_Member,Casual_riders,Member_riders,Electric_bike_riders,Classic_bike_riders,Total_riders
Streeter Dr & Grand Ave,32.08785332758265,35.5620081288465,20.805723478710174,46091,14193,12811,47473,60284
DuSable Lake Shore Dr & Monroe St,32.335509371840118,35.013777763203777,23.6400475531424,30496,9393,8573,31316,39889
Michigan Ave & Oak St,31.694449104754447,38.354640913957141,20.080247813411059,22729,13034,9093,26670,35763
DuSable Lake Shore Dr & North Blvd,24.005748629270421,28.42358556028918,17.884959867641474,20656,14909,7375,28190,35565
Kingsbury St & Kinzie St,10.448408066853242,14.266959698137448,9.1941855865833375,8304,25282,10751,22835,33586
Clark St & Elm St,13.733412854931403,18.742178040480042,11.627663067214886,9305,22133,9593,21845,31438
Clinton St & Washington Blvd,12.565736227551385,16.535275080906157,11.670143507640029,5665,25109,12598,18176,30774
Millennium Park,32.4320539334244,39.379590631081527,18.169716425896173,19184,9345,7151,21378,28529
Clinton St & Madison St,12.719182265655869,18.989394183301133,10.917667237099721,6212,21621,11009,16824,27833
Wells St & Concord Ln,13.815490003516052,18.289806985622054,11.51226446280992,9343,18150,9255,18238,27493
Theater on the Lake,26.559551385427334,30.956937783325678,21.010963276133662,15221,12063,5244,22040,27284
Wells St & Elm St,12.106819206492343,16.184676284306825,10.184883913764525,8526,18090,9168,17448,26616
Shedd Aquarium,28.044884350906411,30.023440687342259,19.950141452719389,19282,4713,5506,18489,23995
Indiana Ave & Roosevelt Rd,22.219365392968712,30.970399329796123,15.013144514282788,10743,13046,6009,17780,23789
Dearborn St & Erie St,16.245367164851235,24.417212688507547,12.781605049594221,7051,16635,7092,16594,23686
Wabash Ave & Grand Ave,19.765344788185228,30.824018827193289,12.281929975812442,9419,13919,7274,16064,23338
University Ave & 57th St,9.9165846923807131,15.987802460497932,7.9287746024473575,5717,17461,3622,19556,23178
Dusable Harbor,31.723437522768691,35.045216360403067,22.391479322786559,16870,6005,5235,17640,22875
State St & Chicago Ave,13.504586761187925,19.874430836866054,11.043291067564574,6369,16483,7412,15440,22852
Clinton St & Jackson Blvd,13.006691834074887,19.178516283897746,11.153665829096788,5138,17113,8940,13311,22251
Michigan Ave & Washington St,21.295983498798723,32.1786399396487,13.39456181533647,9279,12780,6132,15927,22059
Broadway & Barry Ave,15.424341634300514,21.412921119592859,12.866454733181168,6550,15335,6608,15277,21885
Clark St & Lincoln Ave,18.33252235725751,25.94234060072321,12.661398804759612,9311,12494,6025,15780,21805
Clark St & Armitage Ave,18.089703424268912,25.519543304221212,12.6784500808354,9160,12577,6044,15693,21737
Wilton Ave & Belmont Ave,13.330724058321319,18.18057510148849,10.792991338006567,7390,14123,6665,14848,21513
Wells St & Huron St,11.861313447722342,15.946454519035171,9.9233565405206754,6882,14507,6990,14399,21389
Desplaines St & Kinzie St,10.801003648206425,14.053495125492644,9.3941659376892588,6428,14861,7359,13930,21289
Wells St & Hubbard St,12.538096148636811,17.080343492255079,10.431454528491132,6628,14291,7202,13717,20919
Ellis Ave & 60th St,8.4870545554000341,11.731174320310714,7.2149533024255925,5836,14883,2710,18009,20719
LaSalle St & Illinois St,17.547777832342977,25.03832240111311,12.304146490788675,8385,11978,6611,13752,20363
Sheffield Ave & Fullerton Ave,11.810846143739335,15.445126856435651,10.11246626180837,6464,13832,5905,14391,20296
Larrabee St & Kingsbury St,10.629394514978822,13.461247540338459,9.86895462135143,4235,15771,7643,12363,20006
Canal St & Adams St,14.54129829154499,20.525806090461256,12.805340131635909,4466,15396,8471,11391,19862
Canal St & Madison St,13.757625630897509,18.528446551835373,12.06689643347052,5167,14580,7843,11904,19747
McClurg Ct & Ohio St,22.385787336697021,34.482834658923515,14.195982905982913,7921,11700,5327,14294,19621
Wabash Ave & Roosevelt Rd,16.375225959904871,26.751858099473491,11.209486729266873,6521,13099,6036,13584,19620
Columbus Dr & Randolph St,21.251624127956429,32.470683483183471,13.494567720025326,8008,11582,6405,13185,19590
New St & Illinois St,22.59125799391267,32.557740916271754,14.283980749937257,8862,10632,5757,13737,19494
Michigan Ave & Lake St,19.550502090616195,30.350532366166121,12.23062647346328,7858,11594,5691,13761,19452
Dearborn Pkwy & Delaware Pl,14.755674908089812,20.288344838657892,12.084538572831089,6229,12902,6088,13043,19131
Kingsbury St & Erie St,9.9876414527194388,13.360455324539828,8.9384310452743616,4473,14379,6148,12704,18852
DuSable Lake Shore Dr & Diversey Pkwy,21.866306889728413,28.844550911039665,16.82159770649309,7775,10755,4979,13551,18530
Daley Center Plaza,15.629218406939493,22.068763461294846,13.073797134238312,5262,13260,5716,12806,18522
Michigan Ave & 8th St,26.831181714409986,33.593822706935114,14.385499974267923,11920,6477,4140,14257,18397
Ashland Ave & Division St,14.052765390472029,18.309484183191692,12.165642333856635,5648,12740,7051,11337,18388
Clark St & Wrightwood Ave,14.199664578366692,19.46188307386554,11.551670972581046,6038,11999,5413,12624,18037
Morgan St & Polk St,9.5599557235221067,12.718438991138381,9.0632685875996977,2445,15548,6555,11438,17993
Loomis St & Lexington St,10.487706137170688,15.065581046019393,9.76620609504132,2441,15488,5234,12695,17929
Ellis Ave & 55th St,8.9348910443298255,13.126072880071641,7.3744441024851879,4839,12997,2331,15505,17836
Halsted St & Fulton St,13.993847793169218,17.684949994317538,12.184235966011967,5866,11965,7404,10427,17831
Montrose Harbor,30.159849972875371,35.885175497003736,21.92136828177755,10513,7306,4231,13588,17819
Dearborn St & Monroe St,14.790887093737064,21.62908655467854,12.143167985790031,4941,12761,6285,11417,17702
Halsted St & Clybourn Ave,13.324235356580779,16.872596333707456,11.773549688002415,5346,12233,5945,11634,17579
Clinton St & Lake St,11.342168421855925,15.403638763197581,9.9667700990908212,4420,13052,6455,11017,17472
Broadway & Waveland Ave,13.389845733814461,20.323560590313889,10.752424625764272,4811,12648,5852,11607,17459
Green St & Madison St,13.212868083476939,17.931518969909785,11.395461054976517,4841,12569,6333,11077,17410
Adler Planetarium,30.23382934223654,33.952337078046341,21.030169367206788,12373,4999,3870,13502,17372
Broadway & Cornelia Ave,15.80936083627458,22.94387900355872,12.371481036897304,5620,11663,5597,11686,17283
Orleans St & Merchandise Mart Plaza,12.844875290023193,17.883423692902095,10.578354778123506,5349,11891,7203,10037,17240
Lincoln Ave & Fullerton Ave,13.913798513463158,18.281714338781587,11.888752547432471,5384,11613,5583,11414,16997
Clark St & Drummond Pl,15.330398259503227,21.159205983889542,12.648724962498884,5214,11333,4515,12032,16547
Clark St & Lake St,16.338200366942889,26.38892483660133,11.854801889267906,5100,11433,5252,11281,16533
State St & 33rd St,8.7802315011211522,20.341791666666666,7.87350173191295,1200,15301,4630,11871,16501
Pine Grove Ave & Waveland Ave,17.775005570748498,26.603508248857096,13.887033146591993,5031,11424,4452,12003,16455
Damen Ave & Pierce Ave,14.741211586799629,19.080034784694725,12.525964541613066,5558,10886,6278,10166,16444
St. Clair St & Erie St,17.110243066185028,28.135014251260674,12.838752973156659,4561,11772,6656,9677,16333
Sheffield Ave & Waveland Ave,16.157442139692797,22.309205152371987,12.135038345658723,6366,9736,5946,10156,16102
Larrabee St & Webster Ave,14.500379166666669,18.938591916558025,11.739544471478764,6136,9864,4639,11361,16000
Clark St & Schiller St,15.50535208333333,20.870393354974219,12.894860478800826,5237,10763,4859,11141,16000
DuSable Lake Shore Dr & Belmont Ave,23.819530056702856,32.142414956290388,17.269517666853631,7016,8915,4374,11557,15931
Fairbanks Ct & Grand Ave,19.146525973340086,29.159069363248516,12.440770723104059,6329,9450,4672,11107,15779
Wells St & Evergreen Ave,13.883996000595648,17.365294399234077,11.563500673615552,6267,9402,5070,10599,15669
Clark St & Newport St,15.063503377442517,19.305600242828966,11.976340107503129,6589,9054,5846,9797,15643
Federal St & Polk St,14.856455256484029,21.506895431208154,11.611582001522077,5129,10512,4387,11254,15641
Peoria St & Jackson Blvd,11.908783986298429,17.477761958997725,10.286769502957926,3512,12058,5021,10549,15570
Franklin St & Jackson Blvd,15.653815597354606,24.011893219572094,11.496141603163888,5157,10367,5246,10278,15524
Lakeview Ave & Fullerton Pkwy,19.361884435755393,26.238525827671726,14.722421695951116,6182,9163,4367,10978,15345
Halsted St & Polk St,9.83145299702363,13.926319988395704,9.110103487926402,2298,13045,5794,9549,15343
Ravenswood Ave & Lawrence Ave,11.431957446808504,15.243750511247443,10.045077380952383,4075,11200,6690,8585,15275
Southport Ave & Waveland Ave,13.588589188952989,18.857344632768378,11.270734623249961,4661,10595,4887,10369,15256
State St & Randolph St,17.423740522138988,25.24649500516707,12.525766562421374,5806,9273,4240,10839,15079
DuSable Lake Shore Dr & Wellington Ave,22.384536938612783,28.66699605768234,17.70437437205349,6426,8626,3652,11400,15052
McClurg Ct & Erie St,21.213814273049618,35.931038158175205,14.542783521757322,4691,10349,4367,10673,15040
Halsted St & Roscoe St,15.473996050763215,20.162124266862175,12.800665412486069,5456,9568,5835,9189,15024
LaSalle St & Jackson Blvd,14.165358681189803,21.523466131356809,12.101289381732078,3238,11543,5521,9260,14781
Southport Ave & Roscoe St,14.659242033315234,19.75495504495505,12.036178819980114,5005,9723,4320,10408,14728
MLK Jr Dr & 29th St,12.461194622046882,24.724915946205563,11.182687396725248,1388,13314,4991,9711,14702
Halsted St & Wrightwood Ave,12.68687656001816,15.279842298128518,11.310410587744885,5094,9596,4352,10338,14690
Sheridan Rd & Irving Park Rd,13.020682689438285,18.14379567842392,10.938689265536725,4196,10325,4333,10188,14521
Sedgwick St & Huron St,10.883172119487897,15.852331920048449,9.3579661647146271,3302,10758,4298,9762,14060
Aberdeen St & Jackson Blvd,11.919150424432113,15.617749632892806,10.630706886629577,3632,10426,4742,9316,14058
Franklin St & Lake St,13.379624486695635,18.445872073002754,11.450953691869042,3872,10171,5516,8527,14043
Sheffield Ave & Wrightwood Ave,13.220854483925544,17.207780555021479,10.806603407459155,5201,8589,3921,9869,13790
Kimbark Ave & 53rd St,12.13898872317206,18.06239214650466,9.8871556715868412,3786,9959,2427,11318,13745
Rush St & Cedar St,16.436479089117579,23.801872855842589,12.514036167039528,4761,8940,4894,8807,13701
Sheffield Ave & Webster Ave,13.8553888848138,18.558074921193452,11.501975566806077,4547,9086,4146,9487,13633
Stockton Dr & Wrightwood Ave,19.361157621600455,25.651131492687849,15.367715211910221,5288,8329,3472,10145,13617
Sheffield Ave & Wellington Ave,14.117404021039189,18.632992624659284,12.120826244151427,4158,9404,3964,9598,13562
State St & Kinzie St,17.695749655443979,27.34669473965641,12.071200966070666,4987,8557,4985,8559,13544
Rush St & Superior St,17.238051411464895,26.679132587171761,12.268836146671211,4646,8827,4468,9005,13473
Milwaukee Ave & Grand Ave,12.0692640366096,16.128574090638043,10.002874217416052,4472,8785,5024,8233,13257
Pine Grove Ave & Irving Park Rd,14.907364104907719,23.692429691101882,11.569334664704654,3615,9514,4196,8933,13129
Franklin St & Monroe St,12.710187609075046,18.682513440860202,11.300655056464906,2480,10508,6309,6679,12988
Cityfront Plaza Dr & Pioneer Ct,22.222571215165122,32.638663268661638,12.98777939747327,6082,6860,3762,9180,12942
Broadway & Belmont Ave,16.086751178789527,23.05821124763705,12.697524411257897,4232,8705,3973,8964,12937
Calumet Ave & 33rd St,8.8793604575924583,20.083165195460275,8.1442440289039748,793,12086,3291,9588,12879
Wabash Ave & 9th St,16.631607806449949,23.752300739523424,12.276345437031447,4868,7959,4235,8592,12827
Racine Ave & Fullerton Ave,12.988403924945839,15.858633093525178,12.138170624450291,2919,9854,3307,9466,12773
Franklin St & Illinois St,11.762531328320797,15.370425334009804,10.151119797567784,3942,8826,4028,8740,12768
Sedgwick St & North Ave,13.910978366585178,18.458460788723947,11.455834851244687,4446,8235,3186,9495,12681
Mies van der Rohe Way & Chicago Ave,18.576215731285785,29.075327315605435,13.533345051167881,4099,8534,4297,8336,12633
Clark St & Wellington Ave,14.223180137348123,18.428040127232688,12.209203484511118,4087,8533,3418,9202,12620
Canal St & Monroe St,13.152907146458615,20.811412726211334,10.900173432241228,2855,9706,5401,7160,12561
Mies van der Rohe Way & Chestnut St,21.760641302320646,31.831552917903089,14.132834667790409,5392,7119,4081,8430,12511
Broadway & Sheridan Rd,13.64637552470132,18.374631188342832,11.645896994064721,3683,8705,4373,8015,12388
Clark St & Winnemac Ave,13.904621415588299,18.360228951255539,11.704174265450868,4062,8225,5282,7005,12287
Sheridan Rd & Montrose Ave,13.540231447162496,17.816726239574741,11.71125548761367,3637,8504,4212,7929,12141
Bissell St & Armitage Ave*,12.634393023705057,16.507483829826008,10.951300475059403,3659,8420,3492,8587,12079
Wabash Ave & Wacker Pl,21.756530561537193,30.034646293152203,13.871973372143156,5890,6184,3697,8377,12074
Sedgwick St & Webster Ave,14.560019052352562,19.065045789772267,12.231940779829952,4113,7959,3571,8501,12072
Clarendon Ave & Gordon Ter,15.960393002238598,20.565223620919046,14.256856731788586,3257,8804,4190,7871,12061
Lincoln Park Conservatory,26.014325710325753,33.324565933795753,16.57425368394307,6777,5248,2858,9167,12025
Halsted St & Dickens Ave,14.458795214245971,18.410913140311795,12.447142797161701,4041,7939,4093,7887,11980
Desplaines St & Jackson Blvd,12.185136951772803,17.235543910372243,10.655363984674331,2767,9135,4169,7733,11902
Buckingham Fountain,29.943767944603952,34.284788831883439,16.410529670839132,8966,2876,2738,9104,11842
Michigan Ave & 14th St,17.338550354609911,25.870272904483404,13.045949000042635,3933,7817,3519,8231,11750
Sheffield Ave & Kingsbury St,13.256485034535675,17.281732610082972,11.788414988944497,3134,8593,4083,7644,11727
Wilton Ave & Diversey Pkwy,12.372903666980079,16.653426791277262,10.441066038125951,3638,8061,3763,7936,11699
Michigan Ave & Jackson Blvd,24.924548390784871,34.438290625163759,13.508416650946353,6361,5301,2769,8893,11662
Ogden Ave & Chicago Ave,12.986526379206477,16.319376867264193,11.299362630714713,3905,7714,4577,7042,11619
900 W Harrison St,10.939624685286033,16.393362369337982,9.1016459214028451,2870,8516,3463,7923,11386
Field Blvd & South Water St,23.445130641330177,31.188677782086085,17.012336930262528,5158,6209,4518,6849,11367
Lakefront Trail & Bryn Mawr Ave,30.101003641531126,37.630676982591893,23.707768106421433,5170,6089,3355,7904,11259
Southport Ave & Wellington Ave,12.926292742706842,15.877647955295929,11.315830445830446,3937,7215,3471,7681,11152
Canal St & Jackson Blvd,13.790407414094002,20.2220492118416,11.816985175573111,2601,8477,4724,6354,11078
Field Museum,27.471839132811077,29.169287883901497,20.248946864528492,8889,2089,2719,8259,10978
Franklin St & Chicago Ave,11.913018982536078,17.513497055006493,9.46409332984111,3339,7636,3592,7383,10975
Wells St & Walton St,11.463471901462663,14.991617357001976,9.6177360348951755,3718,7107,2534,8291,10825
Clark St & North Ave,20.779339008667218,29.440486065633408,14.40659331834244,4581,6226,2668,8139,10807
Wood St & Milwaukee Ave,15.948891060239491,21.046312187148846,13.726134794422899,3263,7483,4663,6083,10746
Clark St & Grace St,14.857750202152157,18.255037208649252,12.155854271356789,4748,5970,4022,6696,10718
Clark St & Chicago Ave,13.035933151986994,18.569161829106822,10.584625970041511,3273,7388,2876,7785,10661
Shore Dr & 55th St,24.19383232969518,34.086713646039847,16.81358359345052,4541,6087,2190,8438,10628
Burling St & Diversey Pkwy,13.725090179103544,18.588039579468152,12.072839973104728,2695,7932,2734,7893,10627
Dayton St & North Ave,13.924731488501378,16.299631226053648,12.756087386877844,3480,7072,3434,7118,10552
LaSalle Dr & Huron St,15.569182990922123,22.993920013643731,11.142200528777705,3909,6556,2981,7484,10465
Wabash Ave & Adams St,18.269826209187915,29.831691715870456,11.847716656728274,3726,6708,3635,6799,10434
Broadway & Wilson Ave,14.919227080935949,20.650641968048614,12.145277738247716,3401,7027,3351,7077,10428
Racine Ave & Belmont Ave,14.094993717985885,17.832276269819939,11.9962269846061,3721,6626,3276,7071,10347
May St & Taylor St,10.696249635178523,15.644881507381511,9.7045583712873231,1716,8563,2993,7286,10279
Milwaukee Ave & Wabansia Ave,15.410390665626608,22.183221797323139,12.42455980144236,3138,7118,3502,6754,10256
Honore St & Division St,14.375260264168144,17.45379149613461,13.141153951326229,2932,7314,4047,6199,10246
Sangamon St & Lake St,14.369617502653936,21.163412408759125,11.822409231891985,2740,7308,3578,6470,10048
California Ave & Milwaukee Ave,14.473153126244519,19.07454158915758,11.716422544180865,3763,6281,3849,6195,10044
Aberdeen St & Randolph St,13.599313246200408,18.898105369807503,11.010121788207332,3290,6733,3805,6218,10023
Woodlawn Ave & 55th St,11.557452738323086,16.92777404169469,9.2604103744187185,2974,6953,1467,8460,9927
Morgan St & Lake St*,12.865391216557299,17.713287535586076,11.055160380846745,2693,7212,3653,6252,9905
Lincoln Ave & Diversey Pkwy,13.0613542930314,15.255480787985174,11.902947688188641,3418,6474,3467,6425,9892
Southport Ave & Belmont Ave,13.220647118301324,17.103561718325178,11.476891330891323,3065,6825,3032,6858,9890
Stetson Ave & South Water St,18.056186561104337,28.983489805595095,11.995042343906169,3515,6337,4017,5835,9852
Ritchie Ct & Banks St,16.682786913151538,22.004446460980027,13.223797887877781,3857,5934,3252,6539,9791
Wells St & Polk St,13.019057349135005,17.635000517759131,10.757111686202876,3219,6569,3738,6050,9788
Franklin St & Adams St (Temp),14.755862517544765,24.934450450450452,10.698755146988407,2775,6962,3632,6105,9737
Burnham Harbor,29.328022034596373,35.092754736303078,25.4497847054771,3906,5806,1524,8188,9712
Rush St & Hubbard St,16.833208955223878,26.904448381064842,11.384991747857097,3387,6261,3794,5854,9648
Halsted St & Maxwell St,11.590237749671711,16.719210778279297,9.85639016044759,2437,7209,3932,5714,9646
Michigan Ave & Madison St,22.184971591899327,32.901000545043985,13.499753881105637,4281,5282,3164,6399,9563
Clarendon Ave & Junior Ter,18.610157150340481,27.516249050873192,14.381414812525769,3073,6472,2960,6585,9545
Michigan Ave & Pearson St,25.105450369902897,35.758103722118634,14.118194444444439,4827,4680,2324,7183,9507
Elizabeth St & Randolph St,11.244987191634211,14.930091494408675,9.5842140093667254,2951,6548,3941,5558,9499
Financial Pl & Ida B Wells Dr,13.753541425006141,20.756767208043311,11.127712532018757,2586,6897,2841,6642,9483
Damen Ave & Cortland St,16.984939157120923,22.430150947024305,13.771022017932143,3467,5874,3463,5878,9341
Clifton Ave & Armitage Ave,13.952817758682432,16.68689604685213,12.817289956420401,2732,6578,2836,6474,9310
Southport Ave & Wrightwood Ave,12.836015325670504,16.651962741184303,11.016129885239829,3006,6303,2991,6318,9309
Aberdeen St & Monroe St,13.889046058620059,24.888107526881711,10.144856027330412,2325,6830,2852,6303,9155
Sheridan Rd & Buena Ave,13.322745033596252,15.89069177350428,12.356280156815442,2496,6632,3244,5884,9128
Clark St & Berwyn Ave,16.516345051938927,22.129261796042616,13.624528090516991,3066,5951,3891,5126,9017
Carpenter St & Huron St,11.750927578258615,15.161656058904283,10.303738416732859,2671,6295,3750,5216,8966
Lake Park Ave & 56th St,14.024525334232111,19.545385572139306,11.646144778438627,2680,6221,1501,7400,8901
Dearborn St & Adams St,16.720852582159615,26.388897031879807,12.427963987417293,2729,6146,2493,6382,8875
Elston Ave & Cortland St,12.7856146091928,14.138660302830809,12.079819139194152,3038,5824,3445,5417,8862
Blackstone Ave & 59th St,10.16118584671038,16.057901026289894,8.0019407979408044,2371,6475,1347,7499,8846
Kedzie Ave & Milwaukee Ave,18.327575379260775,22.402965235173806,15.530570972886762,3586,5225,3283,5528,8811
Larrabee St & Division St,11.04160505061995,13.465358808142836,9.82931456200228,2931,5860,2559,6232,8791
Clark St & Leland Ave,13.956343753578379,15.210830113569839,13.349561105447954,2847,5886,2979,5754,8733
Michigan Ave & 18th St,19.872057306590239,29.591435477091203,14.320127258538921,3172,5553,2610,6115,8725
Halsted St & Willow St,13.998885172798222,18.727910409446803,11.976942706618365,2597,6074,2919,5752,8671
Larrabee St & Oak St,11.973432133070897,14.348981861738533,11.28161409278915,1948,6689,2783,5854,8637
Wacker Dr & Washington St,12.103627747999688,19.249779922126283,9.9758833610565016,1969,6613,4095,4487,8582
Damen Ave & Chicago Ave,13.735420108567387,17.073860247123985,12.45660192590174,2347,6127,3949,4525,8474
Jefferson St & Monroe St,12.769414712367212,15.290282634032637,11.812430175322158,2288,6027,2729,5586,8315
Lincoln Ave & Melrose St,13.978689444979135,20.086672683513839,11.758333333333326,2216,6096,2894,5418,8312
Rhodes Ave & 32nd St,12.375801532843791,32.927027027027037,10.798831281054232,592,7715,2724,5583,8307
State St & Pearson St,14.962772679707008,22.14316536345207,12.198681716833892,2302,5980,1871,6411,8282
Western Ave & Winnebago Ave,15.385069949862526,20.954833458552461,12.72890541024722,2662,5582,2943,5301,8244
Greenview Ave & Fullerton Ave,13.643081799341703,16.574779579067105,12.470202537406834,2344,5859,2720,5483,8203
Sheffield Ave & Willow St,12.392327518660572,15.868610988363534,11.040638602520049,2263,5820,2256,5827,8083
Calumet Ave & 18th St,22.833134822167082,31.7890231191965,15.896363569646258,3518,4542,2385,5675,8060
Wabash Ave & 16th St,18.460941523382328,28.840685553102805,13.145918111027374,2718,5308,2049,5977,8026
State St & Harrison St,19.032471769134261,28.202168883747824,12.004809397163125,3458,4512,1943,6027,7970
State St & Van Buren St,18.154271187865049,26.56430340223945,12.771294190614014,3096,4837,2288,5645,7933
Ogden Ave & Race Ave,13.377714694255188,17.427162629757788,11.710040375252349,2312,5614,3043,4883,7926
Ellis Ave & 58th St,10.330677493022081,18.323868686868689,8.2143800813008152,1650,6232,1150,6732,7882
Wolcott Ave & Polk St,12.717900135639196,15.507854565639748,12.215013257291512,1201,6663,2859,5005,7864
Desplaines St & Randolph St,13.739826508483221,18.152810038713117,11.677074753525511,2497,5342,2708,5131,7839
Orleans St & Chestnut St (NEXT Apts),10.645419781730684,14.801899191218949,8.885207951070333,2308,5450,2682,5076,7758
Halsted St & Roosevelt Rd,11.238771634511632,15.093448202510098,10.25756985055231,1567,6156,2172,5551,7723
Green St & Randolph St*,14.576217010064365,17.807202982202973,12.7650353892821,2772,4945,2727,4990,7717
Paulina St & Flournoy St,13.43833902909218,16.161556329849017,12.954398864809091,1148,6460,3413,4195,7608
Clark St & Ida B Wells Dr,16.071743421052634,23.945903089696493,12.328039862809812,2449,5151,1993,5607,7600
LaSalle St & Washington St,15.295644090305448,22.7876978530011,12.346245912764532,2127,5403,2977,4553,7530
Orleans St & Hubbard St,11.913824976725625,16.732522606797627,9.9992411571578987,2138,5381,2324,5195,7519
Cornell Ave & Hyde Park Blvd,20.770027992535315,32.964696463380641,15.054672409292619,2394,5108,1361,6141,7502
Damen Ave & Division St,13.943158415396381,18.408031529612263,11.874651269903941,2347,5066,3133,4280,7413
Eckhart Park,13.354475813784319,17.739947089947087,11.468389571549313,2205,5127,2579,4753,7332
Lincoln Ave & Roscoe St*,14.874164846167842,17.682514734774077,13.792886409480582,2036,5288,2492,4832,7324
Southport Ave & Irving Park Rd,11.177344570828202,15.500567437800088,9.1988180849647154,2291,5006,2495,4802,7297
Woodlawn Ave & 58th St,12.1453767914933,20.609275942609273,8.9007738552059248,1998,5212,1355,5855,7210
Racine Ave & Congress Pkwy,10.815576478361409,16.889498703543644,9.6256800993340068,1157,5906,2164,4899,7063
McCormick Place,28.73896473265075,35.283907804399647,15.044664321313402,4758,2274,1903,5129,7032
Sangamon St & Washington Blvd,12.8273283610633,16.786531766753694,10.880762373413205,2298,4674,2523,4449,6972
Wells St & Randolph St,17.3757049164632,23.989412997903564,13.930162370758694,2385,4578,2110,4853,6963
Damen Ave & Thomas St (Augusta Blvd),14.384695247686192,16.765936522127845,13.254691698486774,2237,4714,2337,4614,6951
Larrabee St & Armitage Ave,14.18756294058409,18.600645205107316,11.779356608109104,2454,4497,2015,4936,6951
Lakefront Trail & Wilson Ave,32.714282959749291,41.399467316720838,22.765260109628734,3692,3223,1549,5366,6915
Broadway & Argyle St,16.461193559338486,22.541970377766678,13.960208761122518,2003,4870,2059,4814,6873
Wood St & Chicago Ave,12.852584973607602,17.398772940674341,11.485665704202756,1562,5195,2817,3940,6757
Green St & Washington Blvd,14.867148647980612,19.043737208350404,12.494263565891471,2443,4300,2468,4275,6743
Throop St & Taylor St,11.337884187082409,15.918662747979431,10.177772608857463,1361,5374,2100,4635,6735
Southport Ave & Clybourn Ave,14.756903807119153,18.11998842090027,13.008555304740394,2303,4430,2657,4076,6733
Ada St & Washington Blvd,12.74560775540642,17.172945978808411,10.970417189023545,1919,4786,2370,4335,6705
Racine Ave & Wrightwood Ave,11.850017634018529,13.479455880006386,11.09810765039393,2089,4527,1978,4638,6616
Ashland Ave & Blackhawk St,15.553848886182577,18.883256208545426,13.921623563218391,2161,4408,2651,3918,6569
Michigan Ave & Ida B Wells Dr,23.520709923664135,33.634814607788336,11.344307985643786,3578,2972,1521,5029,6550
Lake Park Ave & 53rd St,20.208180463491086,30.05673137626265,15.453862857142861,2112,4375,1286,5201,6487
Wells St & Institute Pl,10.807407693098837,14.984889533946138,8.8516081540203864,2067,4415,1589,4893,6482
Walsh Park,18.516963732176084,26.897986974541155,14.023138888888896,2252,4200,2294,4158,6452
Fairbanks St & Superior St,18.529309542280863,30.043164238172341,13.883148228803725,1853,4592,2055,4390,6445
Clark St & Bryn Mawr Ave,16.052398361335811,20.702431791221837,14.002047373533589,1967,4461,2837,3591,6428
Clark St & Montrose Ave,13.862339618721107,18.045825958702064,11.587940020848357,2260,4157,2299,4118,6417
Broadway & Berwyn Ave,16.320722979679264,22.132002129925446,13.897098230809091,1878,4503,2010,4371,6381
Clinton St & Roosevelt Rd,14.437853196527245,17.463065169940748,12.896775474545315,2138,4197,2358,3977,6335
Delano Ct & Roosevelt Rd,17.975914763113362,23.576955912334377,14.002941973969628,2616,3688,1986,4318,6304
Ashland Ave & Grace St,13.424614605003475,16.469932165956774,11.868822533849135,2113,4136,2336,3913,6249
Western Ave & Leland Ave,13.908197383298337,18.0910153256705,12.273036021867748,1740,4451,2816,3375,6191
Sheridan Rd & Argyle St,18.9539316100363,28.204843724431349,14.373448387619513,2037,4114,2250,3901,6151
Ashland Ave & Augusta Blvd,14.34470977624596,17.182168525402723,13.54092249368154,1345,4748,2267,3826,6093
Larrabee St & North Ave,13.501230777740899,18.847811544342509,11.323641600498206,1744,4282,1947,4079,6026
Ashland Ave & Wellington Ave,12.824755310866426,17.277343223196226,11.360958397990087,1483,4511,2299,3695,5994
Paulina Ave & North Ave,14.690386441056564,18.451388196176236,12.788063403969058,2005,3964,2323,3646,5969
Streeter Dr/Grand Ave,29.046690307328557,32.924803946369884,21.26091924834941,3953,1969,1446,4476,5922
Clinton St & Tilden St,12.285817787666165,20.590988056460375,9.3265707211389621,1535,4308,1833,4010,5843
Canal St & Taylor St,12.629598834219102,16.893578824315291,10.411484666840414,1996,3837,1896,3937,5833
Marine Dr & Ainslie St,26.292235953770426,38.524656285072972,17.867821256038649,2376,3450,1844,3982,5826
Broadway & Granville Ave,25.119321888411996,36.291426743442088,18.895674062193727,2084,3741,1866,3959,5825
Ashland Ave & Chicago Ave,13.037762801681927,18.073312820512815,11.071696299855846,1625,4162,2182,3605,5787
Sheridan Rd & Lawrence Ave,15.537589326878743,23.987874531835207,11.780969030969038,1780,4004,1707,4077,5784
Hermitage Ave & Polk St,13.40924260764311,19.500108932461877,12.259928057553955,918,4865,2190,3593,5783
Damen Ave & Leland Ave,13.331998150395934,17.518720015352148,11.52744830438378,1737,4030,2155,3612,5767
Clybourn Ave & Division St,11.217683922117288,15.262414837244512,10.002516867561216,1321,4397,1457,4261,5718
Loomis St & Jackson Blvd,12.919640666082385,18.025258580159846,11.230868517222612,1418,4287,1604,4101,5705
Elizabeth St & Fulton St,12.308175438596495,15.123719206453016,11.276056900823153,1529,4171,2824,2876,5700
